,Project ID,Project Name,Project Type,Project Subtype,Country Name,Country Code (ISO3),Region,Decision to Build or FBC (YYYY),Completion/Opening (YYYY),Completion/Opening (DD/MM/YYYY),"Actual Cost, millions (local currency)","Currency, Year (Actual Cost)",Mainline Length (km),Number of Stations (Rail only)
775,18400,Kunming: Line 1 Southern Extension,Rail,Metro,China,CHN,Asia,2013.0,2015,,,,7.3,3
776,18401,Kunming: Line 6,Rail,Metro,China,CHN,Asia,2013.0,2015,,,,25.4,8
777,18402,Chongqing: Ring Line,Rail,Metro,China,CHN,Asia,2012.0,2020,2/4/2021,,,50.47,34
778,18403,Kunming: Line 1 Northwestern Extension,Rail,Metro,China,CHN,Asia,2014.0,2016,,,,7.9,7
779,18404,Guangzhou: Line 13 Phase 1,Rail,Metro,China,CHN,Asia,2013.0,2017,,,,27.03,11
780,18405,Chongqing: Line 5 Phase 1,Rail,Metro,China,CHN,Asia,2013.0,2017,,,,48.6,32
781,18406,Chongqing: Line 4 Phase 1,Rail,Metro,China,CHN,Asia,2013.0,2018,,,,15.77,9
782,18407,Kunming: Line 5,Rail,Metro,China,CHN,Asia,2015.0,2018,,,,24,22
783,18408,Kunming: Line 3 Phase 2,Rail,Metro,China,CHN,Asia,2016.0,2018,,,,4,3
784,18409,Chongqing: Line 9 Phase 1,Rail,Metro,China,CHN,Asia,2015.0,2019,,,,28.2,21
785,18410,Kunming: Line 4,Rail,Metro,China,CHN,Asia,2016.0,2019,,,,43.4,29
786,18411,Kunming: Line 2 Phase 2,Rail,Metro,China,CHN,Asia,2017.0,2019,,,,9.2,8
787,18412,Chongqing: Line 9 Phase 2,Rail,Metro,China,CHN,Asia,2016.0,2020,,,,10.77,5
788,18413,Shanghai: Line 14,Rail,Metro,China,CHN,Asia,2016.0,2021,,,,38.5,30
789,18414,Beijing: Line 16,Rail,Metro,China,CHN,Asia,2013.0,2021,,,,46.2,28
790,18415,Wuhan: Line 2 Southern Extension,Rail,Metro,China,CHN,Asia,,2019,2/19/2019,,,13.35,10
791,18416,Wenzhou: S1 Phase 1,Rail,Metro,China,CHN,Asia,,2019,,18606.83,"CNY, 2014",53.5,18
792,18417,Wenzhou: S2 Phase 1,Rail,Metro,China,CHN,Asia,2015.0,2023 (exp),4/13/2023,,,62.9,20
793,18418,Beijing: Line 7 Phase 1,Rail,Metro,China,CHN,Asia,2009.0,2014,12/28/2014,16000.0,"CNY, 2014",23.7,21
794,18419,Beijing: Line 8 Phase 3 South,Rail,Metro,China,CHN,Asia,2014.0,2018,,,,13,11
795,18420,Hefei: Line 3 Phase 1,Rail,Metro,China,CHN,Asia,2014.0,2019,,,,37.7,32
796,18421,Hefei: Line 4 Phase 1,Rail,Metro,China,CHN,Asia,2015.0,2021,12/26/2021,,,36,28
797,18422,Shanghai: Line 15,Rail,Metro,China,CHN,Asia,2015.0,2021,,,,42.3,30
798,18423,Hefei: Line 5 Phase 1,Rail,Metro,China,CHN,Asia,2016.0,2020,12/26/2020,,,40.2,33
799,18424,Wuhan: Line 2 Northern Extension,Rail,Metro,China,CHN,Asia,,,,,,15,5
800,18425,Tianjin: M3 Phase 2,Rail,Metro,China,CHN,Asia,,,,,,3.9,3
801,18426,Wuhan: Line 21,Rail,Metro,China,CHN,Asia,,2017,,,,34.5,16
802,18427,Shanghai: Line 9 Phase 3 Eastern Extension,Rail,Metro,China,CHN,Asia,2013.0,2017,,,,13.828,9
803,18428,Wuhan: Line 1 Phase 4 (Jinghe),Rail,Metro,China,CHN,Asia,2015.0,2017,,,,3.97,2
804,18429,Nanjing: Line 3 Phase 3,Rail,Metro,China,CHN,Asia,2015.0,2017,,,,6.6,2
805,18430,Nanchang: Line 2 Western Extension,Rail,Metro,China,CHN,Asia,2015.0,2018,,,,8.5,7
806,18431,Wuhan: Line 4 Western Extension,Rail,Metro,China,CHN,Asia,2016.0,2018,,,,4,2
807,18432,Beijing: Line 8 Phase 4,Rail,Metro,China,CHN,Asia,2016.0,2018,,,,3.4,2
808,18433,Shanghai: Line 8 Phase 3 (Pujiang Line),Rail,Metro,China,CHN,Asia,2016.0,2018,,,,6.689,6
809,18434,Nanjing: Line 1 Northern Extension,Rail,Metro,China,CHN,Asia,2015.0,2019,,,,6.5,5
810,18435,Fuzhou: Line 6 Phase 1,Rail,Metro,China,CHN,Asia,2015.0,2022,8/28/2022,,,40.5,17
811,18436,Nanning: Line 4 Phase 1,Rail,Metro,China,CHN,Asia,2015.0,2019,,,,21.4,16
812,18437,Nanning: Line 3 Phase1,Rail,Metro,China,CHN,Asia,2015.0,2019,6/6/2019,,,27.9,23
813,18438,Nanchang: Line 3,Rail,Metro,China,CHN,Asia,2015.0,2020,12/26/2020,,,26.8,22
814,18439,Nanjing: Line 5,Rail,Metro,China,CHN,Asia,2015.0,2023 (exp),,,,37.5,30
815,18440,Tianjin: M10 Phase 1 - Rvw,Rail,Metro,China,CHN,Asia,2015.0,2020,,,,24,23
816,18441,Tianjin: B1 Phase 1,Rail,Metro,China,CHN,Asia,2016.0,2024 (exp),,,,31.4,22
817,18442,Tianjin: Z4 Phase 1,Rail,Metro,China,CHN,Asia,2015.0,2024 (exp),,,,42.4,23
818,18443,Wuhan: Line 7 South ,Rail,Metro,China,CHN,Asia,2016.0,2020,,,,17,7
819,18444,Fuzhou: Line 5 Phase 1 (Jingxi Houyu — Ancient Luozhou Town),Rail,Metro,China,CHN,Asia,2016.0,2022,4/29/2022,,,22.4,17
820,18445,Nanjing: Line 9 Phase 1,Rail,Metro,China,CHN,Asia,2016.0,2020,,,,18,15
821,18446,Nanjing: Line 7,Rail,Metro,China,CHN,Asia,2016.0,2020,12/28/2022,,,13.8,10
822,18447,Nanjing: Line 6,Rail,Metro,China,CHN,Asia,2019.0,2023 (exp),,,,34.8,19
823,18448,Nanning: Line 5 Phase 1,Rail,Metro,China,CHN,Asia,2016.0,2020,,,,20.6,17
824,18449,Nanchang: Line 2 Eastern Extension,Rail,Metro,China,CHN,Asia,2017.0,2020,,,,4.7,4
825,18450,Beijing: Line 25 Phase 2 (Fangshan Northern Extension),Rail,Metro,China,CHN,Asia,2017.0,2020,,,,5,4
826,18451,Nanjing: Line 10 Phase 2,Rail,Metro,China,CHN,Asia,2017.0,2020,,,,12.1,7
827,18452,Nanjing: Line 2 Western Extension,Rail,Metro,China,CHN,Asia,2017.0,2020,,,,5.6,4
828,18453,Tianjin: M8 Phase 1,Rail,Metro,China,CHN,Asia,2017.0,2021,12/28/2021,,,13.4,18
829,18454,Tianjin: M7 Phase 1,Rail,Metro,China,CHN,Asia,2017.0,2020,,,,26.9,24
830,18455,Tianjin: M11 Phase 1 - Rvw,Rail,Metro,China,CHN,Asia,2017.0,2020,,,,25.4,25
831,18456,Tianjin: Z2 Phase 1,Rail,Metro,China,CHN,Asia,2017.0,,,,,52.8,17
832,18457,Beijing: Line 3 Phase 1+2,Rail,Metro,China,CHN,Asia,2016.0,2024 (exp),,,,15.6,10
833,18458,Nanchang: Line 4 Phase 1,Rail,Metro,China,CHN,Asia,2016.0,2021,,,,38.2,29
834,18459,Wuhan: Line 11 Eastern Phase 1 and 2,Rail,Metro,China,CHN,Asia,2017.0,2021,,,,32.1,20
835,18460,Beijing: Line 12,Rail,Metro,China,CHN,Asia,2017.0,2023 (exp),,,,29.2,21
836,18461,Beijing: Line 19 Phase 1,Rail,Metro,China,CHN,Asia,2017.0,2022,7/30/2022,,,22.4,10
837,18462,Fuzhou: Line 4 Phase 1,Rail,Metro,China,CHN,Asia,2016.0,2023 (exp),,,,24.2,21
838,18463,Wuhan: Line 5,Rail,Metro,China,CHN,Asia,2017.0,2021,,,,31.9,27
839,18464,Wuhan: Line 8 Phase 2,Rail,Metro,China,CHN,Asia,2018.0,2021,,,,16.7,12
840,18465,Nanchang: Line 1 Eastern Extension,Rail,Metro,China,CHN,Asia,2018.0,2021,,,,4.1,2
841,18466,Beijing: Line 27 Phase 2 (Changping Southern Extension),Rail,Metro,China,CHN,Asia,2019.0,2021,,,,16.6,8
842,18467,Beijing: Line 17,Rail,Metro,China,CHN,Asia,2015.0,2024 (exp),,,,49.7,21
843,18468,Shanghai: Line 5 Southern Extension,Rail,Metro,China,CHN,Asia,2014.0,2018,,,,19.628,8
844,18469,Beijing: Line 7 Phase 2 (Eastern Extension),Rail,Metro,China,CHN,Asia,2016.0,2020,,,,17.2,9
845,18470,Chengdu: Line 8 Phase 1,Rail,Metro,China,CHN,Asia,2016.0,2020,12/18/2020,,,29.1,25
846,18471,Guiyang: S1 Phase 1,Rail,Metro,China,CHN,Asia,2016.0,2024,,,,30.3,12
847,18472,Nanjing: Line 4 Phase 2,Rail,Metro,China,CHN,Asia,2016.0,2020,,,,9.7,6
848,18473,Xiamen: Line 2 Phase 2,Rail,Metro,China,CHN,Asia,2016.0,2020,,,,15.5,9
849,18474,Xiamen: Line 3 Phase 2,Rail,Metro,China,CHN,Asia,2016.0,2020,,,,22.6,13
850,18475,Hangzhou: Line 2 Phase 3,Rail,Metro,China,CHN,Asia,2017.0,2020,,988.0,"CNY, 2016",1.6,1
851,18476,Hangzhou: Line 5 Phase 2,Rail,Metro,China,CHN,Asia,2017.0,2020,,,,3.2,2
852,18477,Nanjing: Line S8 Southern Extension,Rail,Metro,China,CHN,Asia,2017.0,2020,,,,2.5,2
853,18478,Guiyang: S2 Phase 1 North,Rail,Metro,China,CHN,Asia,,,,,,75.1,33
854,18479,Hangzhou: Line 3 Phase 1,Rail,Metro,China,CHN,Asia,2017.0,2022,,,,57.5,39
855,18480,Hangzhou: Line 7,Rail,Metro,China,CHN,Asia,2017.0,2020,12/30/2020,,,47.5,24
856,18481,Nanjing: Line 11 Phase 1,Rail,Metro,China,CHN,Asia,2017.0,2025 (exp),,,,26.7,20
857,18482,Hangzhou: Line 1 Phase 3,Rail,Metro,China,CHN,Asia,2017.0,2022,,,,11.5,5
858,18483,Guiyang: Line 2 Phase 2,Rail,Metro,China,CHN,Asia,2017.0,2022,,,,12.8,8
859,18484,Hangzhou: Line 9 Phase 1,Rail,Metro,China,CHN,Asia,2017.0,2022,,,,17.8,14
860,18485,Hangzhou: Line 6 Phase 2,Rail,Metro,China,CHN,Asia,2017.0,2022,,,,8.3,6
861,18486,Hangzhou: Line 4 Phase 2,Rail,Metro,China,CHN,Asia,2017.0,2022,2/21/2022,,,26,14
862,18487,Xiamen: Line 6,Rail,Metro,China,CHN,Asia,2016.0,2023 (exp),,,,49.8,30
863,18488,Xiamen: Line 4,Rail,Metro,China,CHN,Asia,2015.0,2024 (exp),,,,71.2,19
864,18489,Hangzhou: Line 10 Phase 1,Rail,Metro,China,CHN,Asia,2018.0,2022,,,,15.9,13
865,18490,Hangzhou: Line 8 Phase 1,Rail,Metro,China,CHN,Asia,2018.0,2022,,,,17.2,8
866,18491,Shenzhen: Line 6 Phase 1,Rail,Metro,China,CHN,Asia,2015.0,2020,8/18/2020,16800.0,"CNY, 2020",37.626,20
867,18492,Chengdu: Line 9 Phase 1,Rail,Metro,China,CHN,Asia,2017.0,2020,12/18/2020,,,22.2,13
868,18493,Guangzhou: Line 22,Rail,Metro,China,CHN,Asia,2017.0,2022,3/31/2022,,,30.8,8
869,18494,Guangzhou: Line 18,Rail,Metro,China,CHN,Asia,2017.0,2020,,,,58.3,8
870,18495,Guangzhou: Line 13 Phase 2,Rail,Metro,China,CHN,Asia,2017.0,2024 (exp),,,,34.2,23
871,18496,Changsha: Line 2 West Extension Phase 2,Rail,Metro,China,CHN,Asia,2017.0,2021,,,,14.72,11
872,18497,Changsha: Line 6 Central,Rail,Metro,China,CHN,Asia,2017.0,2022,6/28/2022,,,26.5,20
873,18498,Changsha: Line 7 Phase 1,Rail,Metro,China,CHN,Asia,2017.0,2021,,,,21.6,16
874,18499,Changsha: Line 1 North Extension Phase 1,Rail,Metro,China,CHN,Asia,2017.0,2021,,,,9.93,5
875,18500,Guangzhou: Line 14 Phase 2,Rail,Metro,China,CHN,Asia,2017.0,2021,,9494.0,"CNY, 2017",11.6,7
876,18501,Nanning: Line 2 Eastern Extension,Rail,Metro,China,CHN,Asia,2017.0,2021,,,,6.5,4
877,18502,Shenzhen: Line 12,Rail,Metro,China,CHN,Asia,2017.0,2022,,,,40.5,33
878,18503,Changsha: Line 4 North Extension,Rail,Metro,China,CHN,Asia,2018.0,2022,,,,14.26,8
879,18504,Changsha: Line 5 South Extension,Rail,Metro,China,CHN,Asia,2018.0,2022,,,,8.43,7
880,18505,Changsha: Line 6 West,Rail,Metro,China,CHN,Asia,2018.0,2022,,,,10.05,7
881,18506,Changsha: Line 6 East,Rail,Metro,China,CHN,Asia,2018.0,2022,,,,12.15,5
882,18507,Guangzhou: Line 5 Eastern Extension,Rail,Metro,China,CHN,Asia,2018.0,2022,,,,9.7,6
883,18508,Guangzhou: Line 7 Phase 2,Rail,Metro,China,CHN,Asia,2018.0,2022,5/1/2022,,,21.8,11
884,18509,Shenzhen: Line 14,Rail,Metro,China,CHN,Asia,2018.0,2022,,,,50.3,18
885,18510,Changsha: Line 5 North Extension,Rail,Metro,China,CHN,Asia,2019.0,2022,,,,3.65,2
886,18511,Guangzhou: Line 3 Eastern Extension,Rail,Metro,China,CHN,Asia,2019.0,2022,,,,9.6,4
887,18512,Shenzhen: Line 13,Rail,Metro,China,CHN,Asia,2018.0,2025 (exp),,,,48.1,25
888,18513,Shenzhen: Line 16,Rail,Metro,China,CHN,Asia,2018.0,2022,12/28/2022,,,29.2,24
889,18514,Guangzhou: Line 12,Rail,Metro,China,CHN,Asia,2018.0,2024 (exp),,,,37.6,25
890,18515,Guiyang: Line 3 Phase 1,Rail,Metro,China,CHN,Asia,2018.0,2023 (exp),,,,43.135,29
891,18516,Guangzhou: Line 8 Northern Extension,Rail,Metro,China,CHN,Asia,2019.0,2023,,,,16.4,13
892,18517,Shanghai: Line 1 Western Extension,Rail,Metro,China,CHN,Asia,,,,,,1.2,1
893,18518,Wuhan: Line 7 Northern Extension (Garden Expo North - Hengdian),Rail,Metro,China,CHN,Asia,2018.0,2022,12/30/2022,,,21.2,7
894,18519,Wuhan: Line 8 Phase 3,Rail,Metro,China,CHN,Asia,,,,,,4.9,2
895,18520,Changchun: Line 6,Rail,Metro,China,CHN,Asia,2017.0,2023,4/30/2023,,,29.2,22
896,18521,Changchun: Line 4 Southern Extension,Rail,Light rail,China,CHN,Asia,,,,,,4,6
897,18522,Changchun: Line 3 Southern Extension,Rail,Light rail,China,CHN,Asia,,,,,,3,2
898,18523,Shanghai: Line 20 Phase 1,Rail,Metro,China,CHN,Asia,2018.0,2030 (exp),,,,20,16
899,18524,Shanghai: Line 19,Rail,Metro,China,CHN,Asia,2018.0,2027 (exp),,,,46.2,37
900,18525,Shanghai: Line 21 Phase 1,Rail,Metro,China,CHN,Asia,2018.0,2026 (exp),,,,42.1,23
901,18526,Shanghai: Line 13 Western Extension,Rail,Metro,China,CHN,Asia,2021.0,2025 (exp.),,,,9.8,5
902,18527,Shanghai: Line 23 Phase 1,Rail,Metro,China,CHN,Asia,2016.0,2027 (exp),,,,28.6,22
903,18528,Shanghai: Shanghai Rail Transit Jiamin Line,Rail,Metro,China,CHN,Asia,2018.0,2027 (exp),,,,44.2,15
904,18530,Suzhou: Line 7,Rail,Metro,China,CHN,Asia,2019.0,2024 (exp),,,,27,23
905,18531,Suzhou: Line 8,Rail,Metro,China,CHN,Asia,2019.0,2024 (exp),,,,35.2,26
906,18532,Suzhou: Line S1 (Line 11),Rail,Metro,China,CHN,Asia,2018.0,2023,6/24/2023,,,41.3,28
907,18533,Wuhan: Line 19,Rail,Metro,China,CHN,Asia,2019.0,,,,,20.6,6
908,18534,Wuhan: Line 6 Phase 2,Rail,Metro,China,CHN,Asia,,,,4558.0,"CNY, 2018",7,5
909,18535,Wuhan: Xingang,Rail,Metro,China,CHN,Asia,,,,17681.0,"CNY, 2018",30.2,11
910,18536,Wuhan: Line 16,Rail,Metro,China,CHN,Asia,2018.0,2021,12/26/2021,,,32.3,12
911,18537,Chongqing: Line 10,Rail,Metro,China,CHN,Asia,2014.0,2017,,31098.0,"CNY, 2017",44.5,27
912,18538,Beijing: Capital Airport Express west extenion,Rail,Metro,China,CHN,Asia,2016.0,2021,12/31/2021,,,1.83,1
913,18539,Chongqing: Line 6 Branch (EXPO) Phase 2,Rail,Metro,China,CHN,Asia,2016.0,2020,,,,13.99,7
914,18540,Guangzhou: Line 10,Rail,Metro,China,CHN,Asia,2017.0,2024 (exp),,,,25.4,19
915,18541,Shenzhen: Line 6 (feeder),Rail,Metro,China,CHN,Asia,2018.0,2022,,,,6.13,4
916,18542,Suzhou: Line 6,Rail,Metro,China,CHN,Asia,2018.0,2024 (exp),,,,34.2,28
917,18543,Wuhan: Line 11 Phase 3,Rail,Metro,China,CHN,Asia,2019.0,2021,,13515.0,"CNY, 2019",9.9,6
918,18544,Beijing: Line 22 (Pinggu line),Rail,Metro,China,CHN,Asia,2019.0,2025 (exp),,,,81.2,21
919,18545,Shenyang: Line 2 Southern Extension,Rail,Metro,China,CHN,Asia,,,,,,14.3,8
920,18546,Xi'an: Line 8,Rail,Metro,China,CHN,Asia,2019.0,2024 (exp),,,,49.9,37
921,18547,Xi'an: Line 1 Phase 3,Rail,Metro,China,CHN,Asia,,2023,,,,10.5,7
922,18548,Xi'an: Line 2 Phase 2,Rail,Metro,China,CHN,Asia,,,,4289.0,"CNY, 2019",7,4
923,18549,Xi'an: Line 14 East section,Rail,Metro,China,CHN,Asia,,,,,,13.8,8
924,18550,Xi'an: Line 10 Phase 1,Rail,Metro,China,CHN,Asia,,,,17660.0,"CNY, 2019",31.4,23
925,18551,Zhengzhou: Line 14 Phase 1,Rail,Metro,China,CHN,Asia,,,9/19/2019,,,8.3,6
926,18552,Zhengzhou: Line 6 Phase 1,Rail,Metro,China,CHN,Asia,2019.0,2022,,,,43.4,28
927,18553,Zhengzhou: Line 7 Phase 1,Rail,Metro,China,CHN,Asia,2020.0,2024 (exp),,,,26.7,20
928,18554,Zhengzhou: Line 12 Phase 1,Rail,Metro,China,CHN,Asia,,,,12600.0,"CNY, 2019",17.036,12
929,18556,Zhengzhou: Line 8 Phase 1,Rail,Metro,China,CHN,Asia,2020.0,2024 (exp),,,,50.3,23
930,18557,Zhengzhou: Line 3 Phase 2,Rail,Metro,China,CHN,Asia,,,,3746.0,"CNY, 2019",6.1,4
931,18558,Beijing: Daxing Airport Express Phase 2,Rail,Metro,China,CHN,Asia,2019.0,,,,,3.5,2
932,18559,Beijing: Daxing Airport Express Phase 1,Rail,Metro,China,CHN,Asia,2020.0,2024 (exp),,,,3.5,3
933,18560,Beijing: Line 28,Rail,Metro,China,CHN,Asia,2017.0,2025 (exp.),,,,8.9,9
934,18561,Beijing: Line 8 Phase 3 North,Rail,Metro,China,CHN,Asia,2019.0,2021,,,,3.6,3
935,18562,Beijing: Line 11 West,Rail,Metro,China,CHN,Asia,2019.0,2021,,,,4,4
936,18563,Beijing: Line 13A,Rail,Metro,China,CHN,Asia,2019.0,2022,,,,30.2,18
937,18564,Beijing: Line 13B,Rail,Metro,China,CHN,Asia,2019.0,2022,,,,32.2,15
938,18565,Shenzhen: Line 13 Northern Extension,Rail,Metro,China,CHN,Asia,2020.0,2025 (exp),,,,18.8,11
939,18566,Wenzhou: M1 ,Rail,Metro,China,CHN,Asia,2020.0,2025 (exp),,,,32.5,23
940,18567,Wenzhou: M2 ,Rail,Metro,China,CHN,Asia,2020.0,2027 (exp),,,,27.9,23
941,18568,Shenzhen: Line 20 Phase 1,Rail,Metro,China,CHN,Asia,2020.0,2021,,,,8.43,5
942,18569,Shenzhen: Line 3 Phase 4,Rail,Metro,China,CHN,Asia,,2022,,,,9.35,7
943,18570,Prague: Line C to Letnany ; Segment IV.C2,Rail,Metro,Czech Republic,CZE,Europe,2004.0,2008,,15000.0,"CZK, 2006",4.6,3
944,18571,"Prague: Line A extension, sector V.A Dejvická-Nemocnice Motol",Rail,Metro,Czech Republic,CZE,Europe,2010.0,2015,,20200.0,"CZK, 2012",6.1,4
945,18572,Cairo: Line 1,Rail,Metro,Egypt,EGY,Africa,1982.0,1987,,973.0,"EGP, 1987",44,35
946,18573,Cairo: Line 2,Rail,Metro,Egypt,EGY,Africa,1993.0,2005,,9700.0,"EGP, 2005",22,20
947,18574,Cairo: Line 3 Phase 1,Rail,Metro,Egypt,EGY,Africa,2006.0,2012,,4200.0,"EGP, 2009",4.3,5
948,18575,Cairo: Line 3 Phase 2,Rail,Metro,Egypt,EGY,Africa,2009.0,2014,,498.0,"EUR, 2009",7.2,5
949,18576,Cairo: Line 3 Phase 3,Rail,Metro,Egypt,EGY,Africa,2023.0,2022,,0.27,"EUR, 2016",11.6,12
950,18577,Berlin: U2 to Pankow,Rail,Metro,Germany,DEU,Europe,1997.0,2000,,54.0,"EUR, 1998",0.8,1
951,18578,Paris: RER D Gare de Lyon-Les Halles,Rail,Metro,France,FRA,Europe,1991.0,1995,,321.0,"EUR, 2003",2.5,0
952,18579,Vienna: Lainz Tunnel,Rail,Conventional,Austria,AUT,Europe,1999.0,2012,,1300.0,"EUR, 2005",12.8,0
953,18582,Berlin: U55,Rail,Metro,Germany,DEU,Europe,2004.0,2009,,320.0,"EUR, 2006",1.8,3
954,18583,Bursa: Bursaray,Rail,Light rail Transit,Turkey,TUR,Asia,1997.0,2014,,425.0,"EUR, 2014",39,38
955,18584,Munich: U3 to Moosach,Rail,Metro,Germany,DEU,Europe,2004.0,2010,11/11/2010,,,1.7,2
956,18585,Cologne: North-South Stadtbahn,Rail,Metro,Germany,DEU,Europe,2003.0,2015,,,,4,6
957,18587,Sofia: Line 2,Rail,Metro,Bulgaria,BGR,Europe,2008.0,2012,,,,17,11
958,18588,Rome: Line C - section T6a,Rail,Metro,Italy,ITA,Europe,2007.0,2013,,,,2.8,4
959,18589,Rome: Line C - section T4-5,Rail,Light Rail Transit,Italy,ITA,Europe,2007.0,2013,,1090.0,"EUR, 2013",7.3,9
960,18591,Naples: Line 6,Rail,Light Rail Transit,Italy,ITA,Europe,2002.0,2024 (exp),,,,5.5,8
961,18593,Helsinki: Ring Rail Line,Rail,Metro,Finland,FIN,Europe,2009.0,2015,,773.8,"EUR, 2012",18,5
962,18594,Paris: RER E extension,Rail,Metro,France,FRA,Europe,2018.0,2022,,,,8,2
963,18595,Helsinki: West Metro,Rail,Metro,Finland,FIN,Europe,2009.0,2017,,1186.0,"EUR, 2013",13.5,8
964,18596,Sofia: Line 1 southern,Rail,Metro,Bulgaria,BGR,Europe,2013.0,2015,,,,3,3
965,18597,Sofia: Line 2 extension,Rail,Metro,Bulgaria,BGR,Europe,2012.0,2016,,,,1.3,1
966,18598,Thessaloniki: Main line,Rail,Metro,Greece,GRC,Europe,2006.0,2020,,,,9.5,13
967,18599,Paris: Line 11,Rail,Metro,France,FRA,Europe,2016.0,2023,,,,6.3,6
968,18600,Karlsruhe: Kombilösung,Rail,other,Germany,DEU,Europe,2010.0,2021,,1487.0,"EUR,2015",4.8,6
969,18601,Turin: Line 1 (phase 4),Rail,Metro,Italy,ITA,Europe,2006.0,2011,3/1/2011,193.5,"EUR, 2016",1.9,2
970,18602,Athens: Line 3 to Piraeus,Rail,Metro,Greece,GRC,Europe,2012.0,2021,,742.0,"EUR, 2016",7.6,6
971,18603,Naples: Line 1,Rail,Metro,Italy,ITA,Europe,1976.0,1993,,3037.068,"EUR, 2017",18,19
972,18604,Thessaloniki: Kalamaria Extension,Rail,Conventional,Greece,GRC,Europe,2013.0,2021,,,,4.8,5
973,18605,Sofia: Line 3,Rail,Metro,Bulgaria,BGR,Europe,2016.0,2021,,,,12,12
974,18606,Istanbul: M4 Phase 3,Rail,Metro,Turkey,TUR,Asia,2015.0,2022,,170.0,"EUR, 2020",7.5,4
975,18607,Rome: Line C - section T3,Rail,Light Rail,Italy,ITA,Europe,2013.0,2025 (exp),,,,2.8,2
976,18608,Hamburg: U4 to Dannerallee,Rail,Metro,Germany,DEU,Europe,2020.0,,,,,2.6,3
977,18609,Milan: Line 4,Rail,Metro,Italy,ITA,Europe,2015.0,2024 (exp),,,,15.2,21
978,18610,Naples: Line 1 airport extension,Rail,Metro,Italy,ITA,Europe,2014.0,2024 (exp),,,,3.5,4
979,18611,Berlin: U8 to Wittenau,Rail,Metro,Germany,DEU,Europe,1985.0,1994,,520.0,"EUR, 2020",3.6,4
980,18612,Lyon: Line B to Hospital-Sud,Rail,Metro,France,FRA,Europe,2017.0,2023,,,,2.5,2
981,18613,Turin: Line 1 west (phase 5),Rail,Metro,Italy,ITA,Europe,2012.0,2024 (exp),,,,3.4,4
982,18614,Sofia: Line 3 extension (Third Stage),Rail,Metro,Bulgaria,BGR,Europe,2021.0,,,,,3.1,4
983,18615,"Porto: Pink line, yellow line",Rail,Metro,Portugal,PRT,Europe,2019.0,2023,,,,6,7
984,18616,Lisbon: Circular line,Rail,Metro,Portugal,PRT,Europe,2021.0,2023,,,,2,2
985,18617,Kharkiv: M3 extension,Rail,Metro,Ukraine,UKR,Europe,2018.0,,,,,3.5,2
986,18620,Hong Kong: Modified Initial System,Rail,Metro,"China, Hong Kong Special Administrative Region",HKG,Asia,1975.0,1980,,,,15.6,15
987,18621,Hong Kong: Tsuen Wan Extension,Rail,Metro,"China, Hong Kong Special Administrative Region",HKG,Asia,1978.0,1982,5/10/1982,3900.0,"HKD, 1978",10.5,10
988,18622,Hong Kong: Island Line,Rail,Metro,"China, Hong Kong Special Administrative Region",HKG,Asia,1980.0,1985,,8748.0,"HKD, 1980",12.5,14
989,18628,Hong Kong: Airport Express Extension,Rail,Metro,"China, Hong Kong Special Administrative Region",HKG,Asia,,2005,12/20/2005,,,1.3,1
990,18629,Hong Kong: West Island Line ,Rail,Metro,"China, Hong Kong Special Administrative Region",HKG,Asia,2009.0,2016,,18500.0,"HKD, 2012",3,3
991,18632,Hong Kong: Sha Tin-Central Link,Rail,Metro,"China, Hong Kong Special Administrative Region",HKG,Asia,2012.0,2022,5/15/2022,90700.0,"HKD, 2021",17,9
992,18633,Budapest: Line 4,Rail,Metro,Hungary,HUN,Europe,2006.0,2014,,452000.0,"HUF, 2010",7.4,10
993,18634,Jakarta: MRT first phase,Rail,Metro,Indonesia,IDN,Asia,2010.0,2019,,17400000.0,"IDR, 2019",15.7,13
994,18635,Gurgaon: Phase 1,Rail,Metro,India,IND,Asia,2009.0,2013,,,,5.5,6
995,18636,Bangalore: Phase 1,Rail,Metro,India,IND,Asia,2006.0,2017,,,,42.3,41
996,18637,Jaipur: Phase 1,Rail,Metro,India,IND,Asia,2011.0,2020,,,,12.1,13
997,18638,Chennai: Phase 1,Rail,Metro,India,IND,Asia,2009.0,2019,,,,45.1,34
998,18639,Mumbai: Monorail,Rail,Metro,India,IND,Asia,2009.0,2014,,30000.0,"INR, 2014",19.5,17
999,18640,Nagpur: Phase 1,Rail,Metro,India,IND,Asia,2014.0,2022,12/11/2022,,,38.2,42
1000,18641,Gurgaon: Phase 2,Rail,Metro,India,IND,Asia,2013.0,2017,,,,6.3,5
1001,18642,Kochi: Metro,Rail,Metro,India,IND,Asia,2013.0,2017,,51810.0,"INR, 2017",13,11
1002,18643,Lucknow: Line 1,Rail,Metro,India,IND,Asia,2014.0,2017,,,,22.9,21
1003,18644,Delhi: Phase 3,Rail,Metro,India,IND,Asia,2011.0,2020,,,,160.6,109
1004,18645,Hyderabad: Phase 1,Rail,Metro,India,IND,Asia,2012.0,2020,2/7/2020,,,72,66
1005,18646,Mumbai: Line 6,Rail,Metro,India,IND,Asia,2018.0,2025 (exp),,,,15.2,13
1006,18647,Delhi: Noida Metro,Rail,Metro,India,IND,Asia,2015.0,2019,,,,29.7,21
1007,18648,Mumbai: Line 4A,Rail,Metro,India,IND,Asia,2019.0,2025 (exp),,,,2.7,2
